winner_name,year,tourney_level,Wins,img
Ivan Lendl,1987,Other,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1987,Masters,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1987,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1987,Grand,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1987,Total,8,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1988,Other,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1988,Masters,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1988,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1988,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1988,Total,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1989,Other,7,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1989,Masters,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1989,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1989,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1989,Total,10,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1990,Other,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1990,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1990,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1990,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1990,Total,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1991,Other,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1991,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1991,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1991,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1991,Total,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1992,Other,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1992,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1992,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1992,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1992,Total,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1993,Other,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1993,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1993,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1993,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Ivan Lendl,1993,Total,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Ivan%20Lendl.jpeg
Jimmy Connors,1972,Other,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1972,Masters,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1972,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1972,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1972,Total,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1973,Other,12,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1973,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1973,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1973,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1973,Total,13,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1974,Other,12,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1974,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1974,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1974,Grand,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1974,Total,14,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1975,Other,9,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1975,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1975,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1975,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1975,Total,9,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1976,Other,11,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1976,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1976,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1976,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1976,Total,12,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1977,Other,7,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1977,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1977,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1977,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1977,Total,7,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1978,Other,9,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1978,Masters,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1978,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1978,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1978,Total,11,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1979,Other,8,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1979,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1979,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1979,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1979,Total,8,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1980,Other,6,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1980,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1980,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1980,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1980,Total,6,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1981,Other,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1981,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1981,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1981,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1981,Total,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1982,Other,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1982,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1982,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1982,Grand,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1982,Total,7,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1983,Other,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1983,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1983,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1983,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1983,Total,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1984,Other,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1984,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1984,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1984,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1984,Total,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1985,Other,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1985,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1985,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1985,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1985,Total,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1988,Other,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1988,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1988,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1988,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1988,Total,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1989,Other,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1989,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1989,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1989,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Jimmy Connors,1989,Total,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Jimmy%20Connors.jpeg
Novak Djokovic,2006,Other,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2006,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2006,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2006,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2006,Total,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2007,Other,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2007,Masters,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2007,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2007,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2007,Total,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2008,Other,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2008,Masters,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2008,Tour,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2008,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2008,Total,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2009,Other,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2009,Masters,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2009,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2009,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2009,Total,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2010,Other,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2010,Masters,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2010,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2010,Grand,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2010,Total,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2011,Other,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2011,Masters,5,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2011,Tour,0,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2011,Grand,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2011,Total,10,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2012,Other,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2012,Masters,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2012,Tour,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2012,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2012,Total,6,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2013,Other,2,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2013,Masters,3,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2013,Tour,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2013,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2013,Total,7,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2014,Other,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2014,Masters,4,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2014,Tour,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
Novak Djokovic,2014,Grand,1,https://raw.githubusercontent.com/mleo0010/FIT3179-DataVis2-ML/main/images/Novak%20Djokovic.png
