ID,Name,Mobility,State,Population,Urban,Black,Seg_racial,Seg_income,Seg_poverty,Seg_affluence,Commute,Income,Gini,Share01,Gini_99,Middle_class,Local_tax_rate,Local_gov_spending,Progressivity,EITC,School_spending,Student_teacher_ratio,Test_scores,HS_dropout,Colleges,Tuition,Graduation,Labor_force_participation,Manufacturing,Chinese_imports,Teenage_labor,Migration_in,Migration_out,Foreign_born,Social_capital,Religious,Violent_crime,Single_mothers,Divorced,Married,Longitude,Latitude
31202,Burnet,0.0947368443,TX,51191,0,0.011,0.066,0.03,0.023,0.041,0.349,41431,0.457,11.996,0.337,0.524,0.035,2038.0,0.0,0.0,5.983,14.1,10.297,-0.015,,,,0.534,0.082,0.649,0.005,0.034,0.025,0.044,0.27,0.501,0.001,0.173,0.1,0.656,-98.3323822021484,30.7476081848145
31301,San Antonio,0.0643825904,TX,1724863,1,0.06,0.222,0.111,0.094,0.128,0.242,34002,0.537,14.409,0.393,0.471,0.026,2604.0,0.0,0.0,5.845,15.8,1.064,0.003,0.007,6515.0,-0.104,0.631,0.076,0.993,0.004,0.03,0.024,0.097,-0.88,0.626,0.001,0.232,0.109,0.543,-98.3233032226562,29.3254833221436
31302,Beeville,0.1021594703,TX,47805,0,0.099,0.08,0.022,0.019,0.026,0.466,18313,0.462,13.835,0.324,0.515,0.024,2161.0,0.0,0.0,5.794,14.3,0.022,-0.014,0.021,720.0,-0.107,0.417,0.064,0.166,0.003,0.016,0.021,0.025,-0.714,0.491,0.001,0.236,0.098,0.558,-97.6544952392578,28.5498275756836
31303,Kerrville,0.0956375822,TX,64467,0,0.012,0.056,0.022,0.017,0.025,0.471,42197,0.481,11.13,0.37,0.517,0.02,1931.0,0.0,0.0,5.495,14.9,10.5,-0.005,0.016,11540.0,0.165,0.535,0.071,0.388,0.005,0.025,0.02,0.065,0.837,0.603,0.001,0.185,0.1,0.632,-99.226936340332,30.1375942230225
31304,Mason,0.1744185984,TX,3738,0,0.001,0.058,0.015,0.03,0.009,0.589,44195,0.255,,,,0.033,1861.0,0.0,0.0,7.087,10.4,,,,,,0.57,0.049,0.0,,,,0.054,0.72,0.775,0.0,0.178,0.091,0.631,-99.2017440795898,30.7203540802002
31401,Midland,0.1788869947,TX,262282,1,0.052,0.174,0.066,0.044,0.09,0.462,33502,0.524,14.337,0.38,0.494,0.034,2681.0,0.0,0.0,4.923,17.1,-1.318,0.013,0.011,812.0,-0.17,0.621,0.075,0.287,0.004,0.02,0.021,0.093,-0.815,0.594,0.002,0.204,0.105,0.593,-102.464363098145,31.5839157104492
31402,Pecos,0.2329545468,TX,31286,0,0.027,0.109,0.033,0.021,0.041,0.632,24735,0.431,11.584,0.315,0.526,0.053,2585.0,0.0,0.0,6.427,14.0,1.343,-0.011,,,,0.517,0.078,0.004,0.004,0.012,0.021,0.118,-1.386,0.78,0.001,0.184,0.074,0.619,-103.23291015625,31.5871601104736
31403,Fort Stockton,0.2227805704,TX,20908,0,0.034,0.081,0.019,0.021,0.021,0.664,22363,0.439,9.256,0.347,0.489,0.082,2754.0,0.0,0.0,11.336,12.6,-3.859,0.01,,,,0.534,0.032,0.006,0.005,0.01,0.019,0.13,-1.094,0.53,0.001,0.172,0.067,0.665,-102.181854248047,30.8465766906738
31404,Alpine,0.1802656502,TX,18377,0,0.006,0.192,0.041,0.03,0.045,0.705,25586,0.442,8.578,0.356,0.467,0.036,2703.0,0.0,0.0,6.333,12.6,-0.945,-0.007,0.054,960.0,-0.088,0.599,0.034,0.015,0.004,0.012,0.022,0.189,-0.263,0.6,0.001,0.218,0.095,0.573,-103.635215759277,29.7494506835938
31501,Crystal City,0.0832049325,TX,21848,0,0.005,0.033,0.02,0.019,0.017,0.606,17379,0.442,10.724,0.334,0.285,0.046,2097.0,0.0,0.0,6.533,14.0,-8.178,0.035,,,,0.489,0.062,0.329,0.003,0.012,0.014,0.109,-1.574,0.777,0.002,0.249,0.068,0.563,-99.6863174438477,28.5983295440674
31502,Pearsall,0.09375,TX,22118,0,0.044,0.084,0.012,0.005,0.016,0.544,18365,0.445,9.465,0.35,0.391,0.041,3074.0,0.0,0.0,6.349,14.0,-11.674,0.012,,,,0.467,0.043,0.334,0.003,0.014,0.013,0.054,-0.801,0.882,0.003,0.222,0.074,0.607,-99.1302490234375,28.5215797424316
31503,Laredo,0.108853586,TX,210580,1,0.002,0.065,0.088,0.064,0.114,0.327,21530,0.645,21.104,0.434,0.348,0.04,2257.0,0.0,0.0,6.223,16.6,-11.566,0.0,0.009,1058.0,-0.058,0.525,0.037,0.362,0.003,0.013,0.016,0.281,-2.353,0.721,0.002,0.191,0.058,0.581,-99.1148910522461,27.3538513183594
31600,Brownsville,0.0916091129,TX,978369,1,0.003,0.147,0.066,0.047,0.084,0.343,20392,0.577,15.093,0.426,0.301,0.026,2360.0,0.0,0.0,6.028,15.9,-1.41,0.012,0.005,1414.0,-0.021,0.522,0.082,0.795,0.003,0.015,0.013,0.282,-2.687,0.533,0.002,0.195,0.06,0.59,-97.8867797851562,26.2901172637939
31700,Corpus Christi,0.1055676043,TX,503493,1,0.033,0.191,0.075,0.071,0.077,0.387,30127,0.528,13.484,0.393,0.454,0.033,2263.0,0.0,0.0,5.918,15.7,-2.187,0.007,0.006,1182.0,-0.061,0.596,0.073,0.176,0.003,0.02,0.022,0.057,-1.032,0.545,0.002,0.229,0.107,0.542,-97.4435424804688,27.7055282592773
31800,College Station,0.0777777806,TX,208437,1,0.13,0.16,0.082,0.077,0.09,0.451,26268,0.486,10.991,0.376,0.497,0.03,2210.0,0.0,0.0,6.227,15.2,1.182,-0.005,0.005,2400.0,0.408,0.617,0.078,0.294,0.004,0.027,0.031,0.086,-1.111,0.5,0.001,0.22,0.07,0.481,-96.4033737182617,30.6951713562012
31900,Pearland,0.1157161221,TX,320912,1,0.097,0.091,0.067,0.055,0.078,0.291,34849,0.401,7.742,0.324,0.489,0.034,1988.0,0.0,0.0,5.65,16.7,10.619,-0.01,0.009,391.0,-0.251,0.619,0.167,0.874,0.003,0.043,0.032,0.084,-1.568,0.574,0.002,0.168,0.099,0.601,-95.8137359619141,29.2001705169678
32000,Houston,0.0927379802,TX,4504013,1,0.171,0.281,0.13,0.105,0.154,0.21,38963,0.564,17.512,0.389,0.442,0.033,2454.0,0.0,0.0,5.791,17.0,-1.559,0.007,0.006,2535.0,-0.212,0.655,0.118,0.455,0.003,0.021,0.02,0.195,-1.829,0.498,0.001,0.205,0.096,0.557,-95.5459060668945,29.9028282165527
32100,Beaumont,0.094970569,TX,497770,1,0.225,0.295,0.053,0.056,0.056,0.337,31840,0.476,11.668,0.36,0.483,0.031,1992.0,0.0,0.0,5.695,15.4,-1.083,-0.003,0.008,6575.0,-0.112,0.551,0.15,0.418,0.003,0.013,0.015,0.042,-0.95,0.621,0.002,0.246,0.109,0.578,-94.03515625,30.648624420166
32201,Huntsville,0.0773425847,TX,191792,0,0.195,0.124,0.037,0.036,0.034,0.411,25251,0.505,13.918,0.365,0.498,0.021,2423.0,0.0,0.0,5.359,14.7,4.851,-0.01,0.01,1219.0,0.012,0.517,0.129,0.178,0.003,0.021,0.024,0.052,-1.386,0.521,0.001,0.224,0.085,0.601,-95.265251159668,31.2139835357666
32202,Nacogdoches,0.093918398,TX,103842,0,0.175,0.141,0.039,0.037,0.042,0.439,28783,0.508,13.012,0.377,0.472,0.019,1749.0,0.0,0.0,5.958,13.9,1.487,-0.01,0.01,960.0,0.094,0.565,0.147,0.757,0.003,0.019,0.019,0.053,-1.496,0.579,0.003,0.228,0.088,0.555,-94.1027450561523,31.5270881652832
32301,San Angelo,0.0863864273,TX,113973,1,0.037,0.113,0.051,0.044,0.057,0.479,31936,0.467,11.329,0.354,0.523,0.024,1440.0,0.0,0.0,5.299,15.1,3.469,-0.006,0.009,1416.0,-0.064,0.637,0.077,0.358,0.004,0.027,0.034,0.061,-0.388,0.611,0.001,0.218,0.104,0.565,-100.759674072266,31.4733448028564
32302,Brady,0.1181434616,TX,23666,0,0.013,0.046,0.023,0.02,0.023,0.577,27666,0.466,14.675,0.319,0.49,0.022,2335.0,0.0,0.0,6.125,12.6,7.546,-0.024,,,,0.52,0.135,0.454,0.004,0.01,0.016,0.038,-0.828,0.731,0.001,0.178,0.077,0.655,-99.5421981811523,31.4680957794189
32303,Junction,0.0734693855,TX,6828,0,0.002,0.05,0.032,0.033,0.038,0.542,35219,0.394,5.439,0.34,0.433,0.023,1856.0,0.0,0.0,6.72,11.4,16.151,-0.035,,,,0.562,0.085,0.402,0.005,0.004,0.006,0.054,-0.369,0.568,0.001,0.195,0.112,0.606,-99.7238006591797,30.6518516540527
32304,Uvalde,0.0968436152,TX,35212,0,0.002,0.117,0.015,0.011,0.011,0.58,26771,0.535,13.255,0.403,0.406,0.031,2366.0,0.0,0.0,6.031,14.0,-2.206,0.006,0.028,466.0,-0.139,0.565,0.064,0.161,0.004,0.018,0.022,0.107,-0.435,0.872,0.002,0.182,0.076,0.614,-100.020957946777,29.9200191497803
32305,Del Rio,0.1230604574,TX,49316,0,0.013,0.144,0.056,0.043,0.068,0.515,24076,0.482,7.013,0.412,0.367,0.035,2350.0,0.0,0.0,5.212,16.0,-4.028,-0.011,,,,0.559,0.1,1.21,0.003,0.017,0.029,0.223,-1.797,0.524,0.001,0.183,0.065,0.619,-101.532440185547,30.0164203643799
32306,Eagle Pass,0.100081034,TX,47297,0,0.001,0.093,0.025,0.019,0.041,0.526,18470,0.42,9.534,0.324,0.287,0.024,2138.0,0.0,0.0,5.251,17.2,1.012,-0.013,,,,0.507,0.101,0.399,0.003,0.02,0.025,0.378,-2.985,0.347,0.002,0.171,0.047,0.616,-100.34016418457,28.5439357757568
32401,Big Spring,0.1144414172,TX,54073,0,0.05,0.103,0.042,0.045,0.038,0.633,26412,0.447,10.352,0.344,0.508,0.039,2934.0,0.0,0.0,6.082,14.1,0.588,-0.015,0.037,552.0,-0.168,0.492,0.07,0.116,0.004,0.012,0.017,0.063,-0.701,0.706,0.001,0.197,0.085,0.626,-101.563087463379,32.1483917236328
32402,Sweetwater,0.1220285296,TX,20146,0,0.041,0.084,0.041,0.032,0.051,0.588,28676,0.417,7.36,0.344,0.479,0.031,1820.0,0.0,0.0,7.216,12.5,13.841,-0.01,0.05,1176.0,-0.011,0.565,0.112,0.326,0.003,0.015,0.019,0.037,-0.553,0.813,0.001,0.244,0.092,0.588,-100.380096435547,32.4817771911621
32403,Snyder,0.1560891867,TX,26918,0,0.082,0.066,0.024,0.019,0.026,0.608,26045,0.373,7.916,0.294,0.567,0.048,2009.0,0.0,0.0,7.856,12.8,0.891,-0.009,0.037,750.0,-0.02,0.478,0.048,0.069,0.004,0.011,0.015,0.029,-0.439,0.715,0.001,0.191,0.088,0.594,-100.849517822266,32.726921081543
32501,Abilene,0.1032919884,TX,191518,1,0.059,0.123,0.066,0.052,0.08,0.487,29968,0.449,11.684,0.332,0.547,0.022,1846.0,0.0,0.0,5.929,13.6,11.0,-0.01,0.031,7843.0,0.04,0.618,0.07,0.162,0.004,0.021,0.023,0.037,-0.408,0.676,0.001,0.205,0.109,0.578,-99.2288284301758,32.4658317565918
32502,Childress,0.0782608688,TX,9592,0,0.13,0.055,0.006,0.003,0.011,0.757,23872,0.336,4.029,0.296,0.503,0.023,2093.0,0.0,0.0,5.916,13.4,7.926,-0.016,,,,0.459,0.031,0.001,0.005,0.007,0.005,0.046,0.165,0.736,0.001,0.241,0.06,0.695,-100.163948059082,34.2973518371582
32503,Haskell,0.1690140814,TX,15157,0,0.048,0.022,0.003,0.001,0.002,0.612,29543,0.389,5.069,0.338,0.529,0.038,2378.0,0.0,0.0,7.916,10.3,10.797,-0.028,,,,0.516,0.019,0.0,0.004,0.006,0.01,0.041,0.115,1.049,0.001,0.18,0.073,0.659,-99.8993225097656,33.619556427002
32601,Wichita Falls,0.0966044962,TX,151524,1,0.088,0.148,0.057,0.054,0.055,0.441,30238,0.419,12.378,0.296,0.6,0.022,1618.0,0.0,0.0,5.821,14.5,6.765,-0.014,0.007,1200.0,-0.096,0.644,0.124,0.913,0.005,0.024,0.037,0.047,-0.171,0.635,0.002,0.213,0.108,0.587,-98.3824691772461,33.9784851074219
32602,Graham,0.1759398431,TX,28556,0,0.024,0.068,0.013,0.017,0.01,0.548,31567,0.386,8.506,0.301,0.564,0.034,2295.0,0.0,0.0,5.504,13.5,10.139,-0.03,,,,0.561,0.112,0.093,0.005,0.017,0.02,0.032,-0.026,0.802,0.001,0.17,0.093,0.64,-98.5917892456055,33.1651992797852
32603,Seymour,0.0860215053,TX,4093,0,0.033,0.01,0.018,0.034,0.004,0.674,35578,0.4,,,,0.021,2829.0,0.0,0.0,5.971,11.8,,,,,,0.498,0.029,0.14,,0.0,0.009,0.02,0.837,1.017,0.001,0.192,0.084,0.622,-99.2113494873047,33.5981521606445
32604,Vernon,0.0880733952,TX,21022,0,0.074,0.058,0.025,0.024,0.033,0.678,32588,0.615,32.43,0.291,0.507,0.032,2126.0,0.0,0.0,5.626,13.3,-1.516,-0.022,0.048,720.0,-0.192,0.591,0.123,0.29,0.005,0.01,0.014,0.037,-0.308,0.869,0.002,0.203,0.084,0.607,-99.5828475952148,34.1137962341309
32701,Brownwood,0.1086637303,TX,58246,0,0.033,0.063,0.028,0.029,0.028,0.495,30586,0.408,9.849,0.31,0.535,0.023,1735.0,0.0,0.0,5.841,12.8,9.944,-0.009,0.017,8400.0,0.064,0.557,0.153,1.168,0.004,0.014,0.014,0.035,-0.565,0.714,0.002,0.203,0.104,0.609,-99.0878524780273,31.3928127288818
32702,Stephenville,0.1141975299,TX,55256,0,0.006,0.052,0.022,0.02,0.023,0.523,30856,0.453,13.86,0.315,0.535,0.027,1531.0,0.0,0.0,5.216,14.7,7.532,-0.016,0.018,1608.0,0.031,0.611,0.116,0.623,0.004,0.021,0.019,0.068,-0.963,0.607,0.001,0.15,0.076,0.62,-98.3416976928711,31.9958343505859
32801,Waco,0.0675374344,TX,281618,1,0.141,0.191,0.105,0.109,0.101,0.363,31690,0.492,12.76,0.364,0.504,0.023,1729.0,0.0,0.0,5.56,14.9,1.721,0.002,0.014,6505.0,0.074,0.604,0.147,0.902,0.004,0.021,0.021,0.059,-0.468,0.597,0.002,0.24,0.098,0.557,-97.3319702148438,31.7745532989502
32802,Corsicana,0.1013043448,TX,100377,0,0.166,0.078,0.011,0.009,0.014,0.377,29976,0.418,7.452,0.343,0.495,0.03,1739.0,0.0,0.0,6.463,13.8,1.524,-0.012,0.01,540.0,-0.164,0.55,0.137,0.725,0.004,0.024,0.022,0.065,-1.163,0.61,0.002,0.21,0.095,0.598,-96.0071182250977,31.6485042572021
32900,Killeen,0.0772482678,TX,330714,1,0.193,0.091,0.059,0.052,0.064,0.383,28336,0.369,8.11,0.288,0.61,0.019,1742.0,0.0,0.0,5.49,15.2,3.108,-0.01,0.009,3269.0,-0.135,0.673,0.092,1.342,0.003,0.05,0.052,0.068,-2.246,0.458,0.001,0.205,0.098,0.602,-98.1207427978516,31.1772727966309
33000,Fort Worth,0.0913628563,TX,1804370,1,0.105,0.23,0.114,0.096,0.131,0.24,39232,0.496,15.257,0.343,0.486,0.027,2338.0,0.0,0.0,5.928,16.6,-0.276,0.007,0.006,4313.0,-0.159,0.682,0.142,0.834,0.004,0.038,0.032,0.109,-1.102,0.519,0.001,0.195,0.11,0.579,-97.7361831665039,32.9755783081055
33100,Dallas,0.0710824654,TX,3405666,1,0.151,0.262,0.134,0.112,0.154,0.218,43436,0.561,19.639,0.364,0.454,0.033,2574.0,0.0,0.0,6.018,16.6,-1.675,0.004,0.009,4829.0,-0.168,0.699,0.126,0.816,0.004,0.031,0.029,0.172,-1.179,0.526,0.002,0.202,0.101,0.554,-96.9760665893555,33.3759765625
33200,Paris,0.0767123252,TX,185835,1,0.105,0.129,0.037,0.039,0.037,0.39,32552,0.418,9.075,0.327,0.532,0.021,1969.0,0.0,0.0,6.042,14.2,5.65,-0.014,0.011,1551.0,-0.088,0.602,0.187,0.525,0.004,0.028,0.025,0.038,-0.884,0.592,0.003,0.212,0.107,0.597,-95.3130340576172,33.589714050293
33300,Tyler,0.0951065049,TX,434643,1,0.142,0.2,0.032,0.025,0.037,0.33,32245,0.483,11.932,0.364,0.513,0.022,1527.0,0.0,0.0,5.168,15.0,3.891,-0.009,0.018,1469.0,-0.203,0.56,0.122,1.334,0.004,0.025,0.02,0.052,-0.807,0.594,0.002,0.204,0.097,0.621,-95.6436920166016,32.015209197998
33400,Longview,0.1141970754,TX,289849,1,0.193,0.121,0.031,0.028,0.031,0.361,32365,0.47,11.649,0.354,0.511,0.032,1733.0,0.0,0.0,5.525,14.6,4.051,-0.008,0.017,3851.0,-0.11,0.585,0.157,1.02,0.004,0.016,0.016,0.041,-0.387,0.622,0.003,0.218,0.104,0.593,-94.6648025512695,32.3712310791016
33500,Texarkana,0.0788930878,TX,235988,1,0.201,0.163,0.039,0.034,0.041,0.399,31309,0.458,10.247,0.356,0.501,0.02,1876.0,0.0,0.0,5.48,14.2,4.345,-0.003,0.008,659.0,-0.207,0.563,0.163,0.733,0.003,0.012,0.012,0.039,-0.856,0.657,0.003,0.252,0.105,0.579,-94.2661209106445,33.4860382080078
33601,Lawton,0.1048808843,OK,171610,1,0.131,0.105,0.057,0.059,0.058,0.472,27931,0.389,8.63,0.303,0.57,0.014,1627.0,0.0,0.0,4.616,17.1,-1.779,-0.009,0.006,1470.0,-0.167,0.618,0.108,0.569,0.004,0.028,0.035,0.043,-1.228,0.653,0.002,0.223,0.11,0.578,-98.0752716064453,34.1608734130859
33602,Altus,0.1121495292,OK,48010,0,0.074,0.081,0.047,0.043,0.05,0.621,28343,0.376,7.529,0.301,0.551,0.013,2464.0,0.0,0.0,4.88,15.6,5.331,-0.004,0.021,1440.0,-0.109,0.582,0.086,0.503,0.004,0.016,0.023,0.034,-0.928,0.894,0.001,0.199,0.11,0.592,-99.3089218139648,34.6671600341797
33603,Frederick,0.0743034035,OK,9287,0,0.089,0.02,0.011,0.002,0.022,0.538,29047,0.311,5.457,0.256,0.449,0.011,1734.0,0.0,0.0,6.161,13.8,-8.75,0.017,,,,0.512,0.151,2.565,0.004,0.012,0.018,0.043,-0.338,0.97,0.002,0.193,0.088,0.616,-99.0044326782227,34.3735809326172
33700,Ardmore,0.1107882336,OK,117982,0,0.042,0.077,0.019,0.015,0.022,0.442,29691,0.412,9.046,0.321,0.533,0.014,1642.0,0.0,0.0,4.889,15.7,-2.527,-0.007,0.008,882.0,-0.166,0.575,0.144,0.998,0.005,0.016,0.015,0.02,-0.366,0.761,0.003,0.197,0.113,0.609,-97.0431671142578,34.0510444641113
33801,Elk City,0.1871988922,OK,60885,0,0.031,0.076,0.024,0.018,0.032,0.604,28315,0.378,6.759,0.31,0.542,0.018,1895.0,0.0,0.0,5.11,14.1,1.21,0.01,0.016,1485.0,-0.007,0.591,0.076,1.884,0.005,0.013,0.013,0.023,-0.062,0.836,0.001,0.185,0.102,0.562,-99.3613891601562,35.531982421875
33802,Chickasha,0.1154462844,OK,75666,1,0.03,0.152,0.042,0.031,0.051,0.382,28080,0.393,7.397,0.319,0.547,0.012,1440.0,0.0,0.0,4.687,15.5,-1.913,-0.007,0.013,1176.0,-0.041,0.581,0.139,0.818,0.004,0.032,0.026,0.016,-0.745,0.712,0.002,0.2,0.111,0.597,-98.0712890625,35.2133979797363
33803,Oklahoma City,0.0820752904,OK,1154246,1,0.1,0.17,0.096,0.083,0.107,0.305,34352,0.477,12.936,0.348,0.517,0.017,1775.0,0.0,0.0,4.687,17.0,-3.512,0.018,0.017,3426.0,-0.01,0.646,0.105,1.364,0.004,0.019,0.017,0.054,-0.49,0.596,0.001,0.234,0.122,0.549,-97.1959533691406,35.4306831359863
33901,Ada,0.1167294234,OK,69207,0,0.032,0.033,0.032,0.029,0.033,0.458,25140,0.427,9.299,0.334,0.496,0.019,2173.0,0.0,0.0,5.012,15.2,-3.446,0.008,0.014,1470.0,-0.009,0.547,0.133,0.913,0.004,0.02,0.02,0.011,-0.078,0.626,0.002,0.202,0.112,0.594,-96.4050521850586,34.7829170227051
33902,Sherman,0.0884798095,TX,178371,1,0.053,0.122,0.035,0.033,0.036,0.372,32930,0.412,8.671,0.326,0.544,0.02,1840.0,0.0,0.0,5.715,14.8,8.063,-0.01,0.017,4705.0,0.0,0.597,0.18,1.282,0.004,0.025,0.022,0.032,-0.678,0.641,0.001,0.202,0.114,0.584,-96.4016571044922,33.860767364502
34001,Hot Springs,0.0707567334,AR,210357,1,0.137,0.176,0.03,0.032,0.024,0.384,31877,0.473,12.163,0.352,0.503,0.014,1323.0,1.0,0.0,4.738,17.1,-1.747,0.002,0.024,3910.0,-0.017,0.564,0.199,2.903,0.004,0.013,0.011,0.027,-0.572,0.597,0.002,0.226,0.114,0.591,-93.462532043457,34.0640487670898
34002,Idabel,0.0922787189,OK,97397,0,0.059,0.163,0.015,0.017,0.011,0.423,26431,0.387,7.085,0.316,0.46,0.012,1318.0,0.0,0.0,4.887,15.6,-1.466,0.0,0.021,1136.0,-0.138,0.552,0.197,0.452,0.004,0.007,0.01,0.034,-1.12,0.596,0.002,0.221,0.11,0.603,-94.8076782226562,33.9497184753418
34101,Sand Point,,AK,2697,0,0.016,0.0,0.0,0.0,0.0,0.945,16696,0.332,,,,0.072,5546.0,0.0,0.0,,12.2,,,,,,0.793,0.449,,,0.016,0.013,0.183,,0.11,0.004,0.282,0.08,0.633,-160.06298828125,56.0933952331543
34102,Anchorage,0.1339529753,AK,369296,1,0.041,0.082,0.082,0.073,0.092,0.364,41724,0.35,8.657,0.264,0.475,0.02,3857.0,0.0,0.0,8.706,20.0,-5.599,0.044,0.008,2786.0,-0.2,0.715,0.024,,0.005,0.029,0.029,0.065,,0.344,0.002,0.2,0.125,0.552,-150.678268432617,61.3298072814941
34103,Valdez,0.1599999964,AK,10195,0,0.003,0.013,0.045,0.033,0.056,0.687,39972,0.33,3.202,0.298,0.434,0.043,13621.0,0.0,0.0,10.053,16.5,-0.438,-0.004,0.196,2719.0,,0.663,0.039,,0.006,0.022,0.029,0.052,,0.225,0.003,0.166,0.114,0.566,-144.957824707031,62.0689888000488
34104,Bristol Bay,,AK,1258,0,0.006,0.0,0.0,0.0,0.0,0.744,39909,0.283,,,,0.054,11742.0,0.0,0.0,11.36,20.7,,,,,,0.715,0.015,,,,,0.006,,0.215,0.0,0.112,0.129,0.541,-156.767288208008,58.7393684387207
34105,Kotzebue,0.0645161271,AK,7208,0,0.002,0.044,0.03,0.022,0.032,0.864,27613,0.302,3.179,0.27,0.583,0.075,,0.0,0.0,,17.9,-25.289,0.095,,,,0.629,0.002,,0.005,0.018,0.027,0.014,,0.391,0.028,0.248,0.066,0.425,-159.437805175781,67.0281829833984
34106,Nome,0.0467836261,AK,9196,0,0.004,0.143,0.066,0.036,0.081,0.928,29589,0.392,6.635,0.325,0.551,0.015,3670.0,0.0,0.0,,14.2,-30.813,0.017,,,,0.605,0.009,,0.006,0.014,0.02,0.015,,0.486,0.004,0.209,0.074,0.398,-162.030120849609,64.4751434326172
34107,Dillingham,0.1118421033,AK,6745,0,0.003,0.082,0.037,0.036,0.028,0.812,31291,0.377,4.54,0.332,0.494,0.011,6661.0,0.0,0.0,,14.1,-28.735,0.109,,,,0.606,0.017,,0.006,0.013,0.022,0.009,,0.304,0.003,0.195,0.091,0.49,-156.831787109375,58.8879241943359
34108,Kodiak,0.1461538523,AK,13913,0,0.009,0.076,0.028,0.013,0.031,0.752,38933,0.371,14.251,0.229,0.594,0.017,3471.0,0.0,0.0,8.42,20.3,-1.741,0.007,,,,0.741,0.168,,0.005,0.016,0.036,0.167,,0.256,0.004,0.137,0.102,0.604,-154.833114624023,57.9822540283203
34109,Juneau,0.125,AK,37347,0,0.007,0.051,0.039,0.036,0.043,0.547,43595,0.283,5.475,0.229,0.479,0.026,4509.0,0.0,0.0,9.217,27.7,-4.643,0.036,0.027,2460.0,-0.208,0.738,0.017,,0.006,0.014,0.018,0.051,,0.24,0.004,0.193,0.117,0.54,-136.051284790039,58.6503791809082
34110,Sitka,0.0708661452,AK,15519,0,0.003,0.04,0.007,0.009,0.005,0.805,42159,0.275,4.478,0.23,0.581,0.019,4665.0,0.0,0.0,8.366,17.1,5.428,0.004,0.064,7250.0,,0.718,0.058,,0.007,0.006,0.016,0.041,,0.386,0.004,0.188,0.119,0.574,-132.383071899414,56.4937133789062
34111,Ketchikan,0.122605361,AK,20216,0,0.004,0.112,0.037,0.039,0.036,0.556,39002,0.331,7.918,0.252,0.532,0.022,3802.0,0.0,0.0,8.46,18.5,-6.395,0.042,,,,0.721,0.057,,0.006,0.007,0.012,0.045,,0.306,0.005,0.21,0.134,0.553,-131.585510253906,55.9489822387695
34112,Bethel,0.0518638566,AK,23034,0,0.003,0.132,0.052,0.02,0.095,0.909,23593,0.429,6.028,0.369,0.487,0.01,1789.0,0.0,0.0,,14.2,-32.785,0.072,,,,0.616,0.007,,0.006,0.009,0.02,0.01,,0.568,0.003,0.195,0.062,0.443,-158.382125854492,61.3771209716797
34113,Barrow,0.1000000015,AK,7385,0,0.007,0.034,0.009,0.002,0.017,0.879,39123,0.261,5.017,0.211,0.412,,,0.0,0.0,,14.8,-25.019,0.098,0.135,1680.0,-0.144,0.721,0.004,,0.007,0.008,0.022,0.058,,0.231,0.001,0.25,0.092,0.427,-153.819198608398,68.3710174560547
34114,Unalaska,0.1304347813,AK,5465,0,0.03,0.039,0.028,0.018,0.026,0.852,23637,0.285,,,,0.07,2949.0,0.0,0.0,,16.7,,,,,,0.816,0.317,,,0.018,0.029,0.214,,0.166,0.008,0.134,0.128,0.512,-170.719665527344,52.9120216369629
34115,Fairbanks,0.1606268436,AK,97458,1,0.05,0.139,0.06,0.051,0.067,0.477,35935,0.311,7.605,0.235,0.541,0.016,2655.0,0.0,0.0,8.849,18.2,-3.754,0.051,0.01,2460.0,-0.157,0.725,0.022,,0.005,0.033,0.039,0.042,,0.342,0.002,0.177,0.106,0.56,-149.947402954102,64.2072830200195
34201,Havre,0.0821484998,MT,25840,0,0.001,0.472,0.042,0.043,0.04,0.714,27557,0.367,5.873,0.309,0.581,0.025,2021.0,0.0,0.0,6.557,15.3,-4.699,0.018,0.116,1979.0,-0.033,0.641,0.014,0.021,0.005,0.01,0.014,0.018,0.976,0.546,0.003,0.223,0.092,0.569,-109.412696838379,48.1714363098145
34202,Shelby,0.0475059375,MT,24938,0,0.001,0.515,0.022,0.018,0.024,0.664,25615,0.385,6.095,0.324,0.531,0.028,2671.0,0.0,0.0,6.803,14.6,-7.629,0.014,0.04,1620.0,-0.115,0.606,0.016,0.753,0.005,0.007,0.013,0.023,0.596,0.713,0.001,0.193,0.088,0.57,-113.255950927734,48.5029525756836
34203,Great Falls,0.0963597447,MT,95101,1,0.009,0.114,0.06,0.063,0.056,0.538,32458,0.388,9.7,0.291,0.614,0.02,1763.0,0.0,0.0,5.102,16.7,12.992,-0.021,0.021,5187.0,-0.188,0.642,0.034,0.725,0.005,0.019,0.025,0.022,0.698,0.487,0.003,0.2,0.113,0.588,-111.069396972656,47.3781547546387
34204,Lewistown,0.1716417968,MT,12386,0,0.001,0.012,0.003,0.003,0.002,0.685,31401,0.352,6.108,0.291,0.571,0.024,1734.0,0.0,0.0,5.873,16.4,16.404,-0.01,,,,0.628,0.048,0.016,0.007,0.013,0.011,0.01,1.756,0.525,0.002,0.143,0.106,0.596,-108.902824401855,47.3193817138672
