year,Industry,entryRate,growRate,exitRate,shrinkRate,entryReallocate,growReallocate,exitReallocate,shrinkReallocate,totalReallocate,Period,period2
1998,Recreation & culture,0.083575544,0.088493279,0.079605024,0.058299164,0.04137931,0.137931034,0.051724138,0.048275862,0.279310345,Pre-GFC,1
1998,Wholesale,0.077222602,0.098987902,0.088918943,0.054461552,0.025316456,0.07721519,0.06835443,0.038607595,0.209493671,Pre-GFC,1
1998,Transport,0.080256197,0.097259329,0.103540402,0.053256427,0.017421603,0.073170732,0.066202091,0.048780488,0.205574913,Pre-GFC,1
1998,Automotive,0.070232986,0.085493946,0.096893138,0.060113294,0.024509804,0.082107843,0.066176471,0.047794118,0.220588235,Pre-GFC,1
1998,Manufacturing,0.068548949,0.097300416,0.118233632,0.080808483,0.014242879,0.070464768,0.04197901,0.050724638,0.177411294,Pre-GFC,1
1998,Hospitality,0.120183269,0.131049262,0.129944914,0.10280294,0.051124744,0.081799591,0.067484663,0.032719836,0.233128834,Pre-GFC,1
1998,Retail,0.077701393,0.103871524,0.093264249,0.064407494,0.018286311,0.087774295,0.071055381,0.02246604,0.199582027,Pre-GFC,1
1998,IT,0.206371917,0.098822401,0.068970425,0.032908339,0.106060606,0.125,0.090909091,0.041666667,0.363636364,Pre-GFC,1
1998,z. Others,0.045420733,0.059917257,0.08116368,0.079060291,0.014714205,0.074702886,0.039049236,0.043010753,0.17147708,Pre-GFC,1
1999,Manufacturing,0.066346095,0.125667012,0.1142847,0.080502972,0.015406837,0.068849302,0.046461242,0.060182956,0.190900337,Pre-GFC,1
1999,Automotive,0.06920841,0.11506997,0.098403694,0.059281311,0.02354399,0.087980173,0.076827757,0.058240397,0.246592317,Pre-GFC,1
1999,Recreation & culture,0.086396776,0.09267341,0.077373312,0.058299533,0.04375,0.125,0.046875,0.075,0.290625,Pre-GFC,1
1999,Retail,0.07911262,0.129822219,0.103628109,0.060834732,0.016846046,0.102012167,0.078614881,0.030416472,0.227889565,Pre-GFC,1
1999,Wholesale,0.082541368,0.108278064,0.102094378,0.053978271,0.032332564,0.096420323,0.062933025,0.046189376,0.237875289,Pre-GFC,1
1999,z. Others,0.046230159,0.064044566,0.07294807,0.077564427,0.01754386,0.084323713,0.036785512,0.04131296,0.179966044,Pre-GFC,1
1999,Construction,0.085537048,0.13439083,0.110152829,0.05842277,0.040772532,0.136266094,0.099785408,0.036480687,0.313304721,Pre-GFC,1
1999,Other business,0.115767568,0.118551986,0.092111585,0.061575599,0.054761905,0.170634921,0.092857143,0.048412698,0.366666667,Pre-GFC,1
1999,Hospitality,0.123121335,0.186623775,0.105483566,0.121101891,0.05204461,0.143122677,0.076208178,0.06133829,0.332713755,Pre-GFC,1
1999,Other service,0.095213761,0.10710015,0.110524003,0.068558814,0.100719424,0.158273381,0.107913669,0.071942446,0.438848921,Pre-GFC,1
1999,Transport,0.077211127,0.123591298,0.111929387,0.052906562,0.016286645,0.107491857,0.045602606,0.039087948,0.208469055,Pre-GFC,1
1999,IT,0.133349853,0.107763107,0.073928281,0.035477362,0.096463023,0.151125402,0.08681672,0.038585209,0.372990354,Pre-GFC,1
2000,Retail,0.083643335,0.109975423,0.107679502,0.067871697,0.019933555,0.096345515,0.041290935,0.029425724,0.186995729,Pre-GFC,1
2000,Manufacturing,0.065428599,0.090391701,0.115126514,0.095451215,0.016180436,0.082127973,0.046825202,0.08114734,0.226280951,Pre-GFC,1
2000,Other service,0.098519742,0.091492876,0.111999015,0.071171384,0.147435897,0.147435897,0.08974359,0.070512821,0.455128205,Pre-GFC,1
2000,Automotive,0.067291198,0.097949997,0.101234868,0.066123244,0.022249691,0.114956737,0.061804697,0.039555006,0.238566131,Pre-GFC,1
2000,Transport,0.0767186,0.118068375,0.107546334,0.067987152,0.019736842,0.121710526,0.042763158,0.036184211,0.220394737,Pre-GFC,1
2000,Construction,0.083036228,0.101114699,0.184261512,0.069248463,0.039100684,0.144672532,0.055718475,0.060606061,0.300097752,Pre-GFC,1
2000,Hospitality,0.132647732,0.141806934,0.125477042,0.128309163,0.061930783,0.169398907,0.067395264,0.051001821,0.349726776,Pre-GFC,1
2000,Wholesale,0.07119766,0.096545316,0.100323277,0.059679488,0.025893958,0.099876695,0.0702836,0.04377312,0.239827374,Pre-GFC,1
2000,IT,0.132232681,0.120442857,0.070033973,0.041297955,0.08616188,0.135770235,0.080939948,0.060052219,0.362924282,Pre-GFC,1
2000,Other business,0.108580281,0.109043352,0.096877219,0.061293736,0.064984709,0.162844037,0.080275229,0.056574924,0.364678899,Pre-GFC,1
2000,Recreation & culture,0.083902068,0.080197894,0.083902068,0.060953952,0.05899705,0.14159292,0.050147493,0.056047198,0.306784661,Pre-GFC,1
2000,z. Others,0.046174289,0.055753372,0.074248997,0.081396296,0.025787966,0.081375358,0.03495702,0.071633238,0.213753582,Pre-GFC,1
2001,Transport,0.08187002,0.101261282,0.154110494,0.111287338,0.018404908,0.13803681,0.036809816,0.058282209,0.251533742,Pre-GFC,1
2001,Manufacturing,0.064112295,0.099397043,0.210030041,0.151904553,0.014102564,0.112564103,0.046153846,0.073846154,0.246666667,Pre-GFC,1
2001,IT,0.108889603,0.162232582,0.097563263,0.063684711,0.063380282,0.215962441,0.103286385,0.0657277,0.448356808,Pre-GFC,1
2001,Other service,0.103162016,0.098654889,0.130947601,0.1202369,0.155555556,0.155555556,0.105555556,0.066666667,0.483333333,Pre-GFC,1
2001,Automotive,0.069494529,0.092729593,0.155396111,0.142942117,0.027677497,0.10589651,0.06377858,0.060168472,0.257521059,Pre-GFC,1
2001,z. Others,0.045337379,0.060438792,0.106755682,0.102833954,0.021750388,0.126359399,0.038839979,0.066286898,0.253236665,Pre-GFC,1
2001,Recreation & culture,0.082741762,0.08805047,0.127520093,0.101606193,0.055851064,0.20212766,0.053191489,0.063829787,0.375,Pre-GFC,1
2001,Retail,0.075547207,0.118712444,0.139715878,0.121982415,0.01895965,0.118619349,0.03889159,0.0379193,0.214389888,Pre-GFC,1
2001,Wholesale,0.064308606,0.098501273,0.186319791,0.110118767,0.024213075,0.13559322,0.053268765,0.061138015,0.274213075,Pre-GFC,1
2001,Construction,0.085885239,0.099390332,0.162357443,0.161237466,0.041346154,0.263461538,0.078846154,0.068269231,0.451923077,Pre-GFC,1
2001,Other business,0.114363061,0.117335024,0.141161553,0.094961038,0.061448427,0.274323336,0.075347476,0.072421361,0.4835406,Pre-GFC,1
2001,Hospitality,0.137867778,0.145321836,0.151522785,0.184917482,0.070524412,0.211573237,0.084990958,0.117540687,0.484629295,Pre-GFC,1
2002,Wholesale,0.069905697,0.101080834,0.103003742,0.076876237,0.017795637,0.087256028,0.047072331,0.052238806,0.204362801,Pre-GFC,1
2002,Other business,0.121088741,0.11592141,0.098547119,0.076426955,0.057667934,0.176806084,0.079847909,0.070975919,0.385297845,Pre-GFC,1
2002,IT,0.094090781,0.167847105,0.068823777,0.059134345,0.04516129,0.109677419,0.086021505,0.075268817,0.316129032,Pre-GFC,1
2002,Automotive,0.070534755,0.090865949,0.103054674,0.083322926,0.043683589,0.07674144,0.077922078,0.060212515,0.258559622,Pre-GFC,1
2002,Transport,0.081715593,0.104323006,0.115021832,0.079938756,0.017910448,0.098507463,0.035820896,0.050746269,0.202985075,Pre-GFC,1
2002,Hospitality,0.13410913,0.145190127,0.136250782,0.129718426,0.06294964,0.107913669,0.080935252,0.070143885,0.321942446,Pre-GFC,1
2002,Other service,0.099021799,0.099558071,0.112448483,0.089249714,0.123152709,0.221674877,0.123152709,0.098522167,0.566502463,Pre-GFC,1
2002,Retail,0.08258901,0.114089319,0.108388557,0.082778349,0.016457341,0.086617583,0.052403638,0.026851451,0.182330013,Pre-GFC,1
2002,Construction,0.091178123,0.098512174,0.109350272,0.078058321,0.043672014,0.1114082,0.055258467,0.061497326,0.271836007,Pre-GFC,1
2002,Recreation & culture,0.079002818,0.0969374,0.085042264,0.071101311,0.04691358,0.096296296,0.041975309,0.074074074,0.259259259,Pre-GFC,1
2002,z. Others,0.047517223,0.070979362,0.085714074,0.074129388,0.012903226,0.117121588,0.04764268,0.061042184,0.238709677,Pre-GFC,1
2002,Manufacturing,0.063350088,0.102899063,0.120173889,0.109322103,0.01143994,0.069385725,0.048246705,0.088286496,0.217358866,Pre-GFC,1
2003,Manufacturing,0.070547243,0.106884917,0.116830777,0.110771741,0.011727912,0.052645296,0.04717227,0.057075841,0.168621319,Pre-GFC,1
2003,IT,0.098160609,0.174432238,0.065457831,0.061761126,0.038888889,0.111111111,0.094444444,0.046296296,0.290740741,Pre-GFC,1
2003,Transport,0.103021978,0.102427977,0.101239976,0.092385655,0.01994302,0.091168091,0.045584046,0.048433048,0.205128205,Pre-GFC,1
2003,Construction,0.106773264,0.099949173,0.067382682,0.096912078,0.035603715,0.075851393,0.066563467,0.061919505,0.23993808,Pre-GFC,1
2003,Wholesale,0.07870498,0.099340004,0.1044643,0.082377933,0.020642202,0.078555046,0.056192661,0.045298165,0.200688073,Pre-GFC,1
2003,z. Others,0.049730727,0.071051518,0.081666178,0.078685688,0.014995314,0.069821931,0.078256795,0.058575445,0.221649485,Pre-GFC,1
2003,Other business,0.176569102,0.114976436,0.08722148,0.074487198,0.070866142,0.11871593,0.076317383,0.055723804,0.321623259,Pre-GFC,1
2003,Automotive,0.079056069,0.091535323,0.097662636,0.088490385,0.026315789,0.076659039,0.084668192,0.046910755,0.234553776,Pre-GFC,1
2003,Other service,0.091088912,0.105968888,0.125669698,0.088256051,0.074074074,0.138888889,0.175925926,0.078703704,0.467592593,Pre-GFC,1
2003,Recreation & culture,0.082943152,0.097945726,0.076618537,0.08201162,0.063492063,0.124716553,0.049886621,0.058956916,0.297052154,Pre-GFC,1
2003,Hospitality,0.138549831,0.149666856,0.109738563,0.205876055,0.068403909,0.09771987,0.066775244,0.053745928,0.286644951,Pre-GFC,1
2003,Retail,0.091900493,0.115294176,0.089345509,0.116332788,0.021459227,0.06695279,0.042060086,0.025751073,0.156223176,Pre-GFC,1
2004,Automotive,0.076300319,0.092043643,0.114487844,0.079227282,0.085526316,0.092105263,0.07127193,0.042763158,0.291666667,Pre-GFC,1
2004,z. Others,0.047626104,0.072222915,0.094351468,0.072324297,0.012183693,0.076850984,0.066073102,0.071227741,0.22633552,Pre-GFC,1
2004,Hospitality,0.126388704,0.158363656,0.141940982,0.128903181,0.068078669,0.139183056,0.089258699,0.059001513,0.355521936,Pre-GFC,1
2004,Recreation & culture,0.077715045,0.091983714,0.092807853,0.072585704,0.026871401,0.10940499,0.134357006,0.057581574,0.328214971,Pre-GFC,1
2004,Retail,0.087968382,0.116309414,0.111190827,0.087997751,0.016686532,0.108065157,0.033770362,0.027810886,0.186332936,Pre-GFC,1
2004,Other business,0.141277345,0.114200018,0.090608097,0.066486511,0.054176072,0.273137698,0.089164786,0.062641084,0.479119639,Pre-GFC,1
2004,Wholesale,0.074743135,0.092668367,0.115169207,0.083656551,0.019332162,0.069712947,0.048623316,0.051552431,0.189220855,Pre-GFC,1
2004,Construction,0.097725464,0.10295419,0.08120285,0.061629472,0.034302759,0.131245339,0.073079791,0.045488441,0.284116331,Pre-GFC,1
2004,Manufacturing,0.06209804,0.104658345,0.124241411,0.116659773,0.008310992,0.060589812,0.054155496,0.06541555,0.18847185,Pre-GFC,1
2004,Other service,0.068553556,0.105604266,0.138153105,0.087627544,0.123762376,0.143564356,0.094059406,0.054455446,0.415841584,Pre-GFC,1
2004,IT,0.111640745,0.14047096,0.072444342,0.063148878,0.032846715,0.102189781,0.063868613,0.062043796,0.260948905,Pre-GFC,1
2004,Transport,0.098228135,0.101348516,0.11813653,0.077389099,0.017291066,0.089337176,0.057636888,0.040345821,0.204610951,Pre-GFC,1
2005,Retail,0.082125295,0.116082338,0.113481065,0.09111693,0.015600624,0.076833073,0.037441498,0.031981279,0.161856474,Pre-GFC,1
2005,Wholesale,0.067848093,0.091363813,0.118222413,0.079263411,0.017308766,0.079285315,0.054159687,0.052484645,0.203238414,Pre-GFC,1
2005,Transport,0.104078862,0.099934752,0.108399316,0.071578465,0.019125683,0.095628415,0.040983607,0.046448087,0.202185792,Pre-GFC,1
2005,Other service,0.06179189,0.099774257,0.139460346,0.086751427,0.045,0.13,0.17,0.05,0.395,Pre-GFC,1
2005,Other business,0.13540333,0.112563774,0.094916512,0.059026056,0.052322477,0.200747464,0.070475174,0.051788574,0.375333689,Pre-GFC,1
2005,Manufacturing,0.0579673,0.09723735,0.124263905,0.109247858,0.008010681,0.053137517,0.039786382,0.05447263,0.15540721,Pre-GFC,1
2005,z. Others,0.046331181,0.057581666,0.092998675,0.073324338,0.010633156,0.07781537,0.029966167,0.045915901,0.164330594,Pre-GFC,1
2005,IT,0.106191551,0.123564979,0.076797807,0.059408255,0.042718447,0.077669903,0.050485437,0.093203883,0.26407767,Pre-GFC,1
2005,Automotive,0.069992871,0.088641793,0.109529587,0.076284224,0.016546019,0.083764219,0.05377456,0.095139607,0.249224405,Pre-GFC,1
2005,Construction,0.090610753,0.09921003,0.07656815,0.046411728,0.028472222,0.095833333,0.0625,0.045138889,0.231944444,Pre-GFC,1
2005,Hospitality,0.112718761,0.15356021,0.152480807,0.123997914,0.053412463,0.130563798,0.078635015,0.081602374,0.34421365,Pre-GFC,1
2005,Recreation & culture,0.070697377,0.085338845,0.094738914,0.072530636,0.029147982,0.125560538,0.056053812,0.060538117,0.271300448,Pre-GFC,1
2006,Construction,0.098346656,0.086181898,0.116250294,0.080803595,0.035062089,0.111760409,0.044558072,0.053323594,0.244704164,Pre-GFC,1
2006,Hospitality,0.124003484,0.130046091,0.176378791,0.144798761,0.057061341,0.144079886,0.061340942,0.054208274,0.316690442,Pre-GFC,1
2006,Other service,0.069125182,0.087865787,0.157517638,0.106090697,0.05027933,0.156424581,0.078212291,0.055865922,0.340782123,Pre-GFC,1
2006,z. Others,0.047183222,0.052781638,0.112251825,0.091088057,0.009527934,0.104807276,0.035513209,0.05197055,0.201818969,Pre-GFC,1
2006,Transport,0.110445775,0.093778255,0.129825818,0.094409472,0.018324607,0.123036649,0.052356021,0.039267016,0.232984293,Pre-GFC,1
2006,IT,0.118230055,0.112390255,0.086091238,0.072388024,0.031598513,0.126394052,0.053903346,0.06133829,0.273234201,Pre-GFC,1
2006,Other business,0.130405403,0.114033563,0.099011411,0.073395716,0.05177665,0.136548223,0.075634518,0.06142132,0.325380711,Pre-GFC,1
2006,Manufacturing,0.064087726,0.08887721,0.161669009,0.158261784,0.009066667,0.059466667,0.039733333,0.058933333,0.1672,Pre-GFC,1
2006,Retail,0.085366855,0.102977984,0.140971163,0.106747474,0.014767134,0.083680424,0.037107156,0.053388868,0.188943582,Pre-GFC,1
2006,Recreation & culture,0.077950867,0.083668476,0.115527183,0.096714798,0.034802784,0.13225058,0.078886311,0.069605568,0.315545244,Pre-GFC,1
2006,Automotive,0.072390256,0.079291127,0.15795604,0.116262759,0.018619934,0.099671413,0.060240964,0.052573932,0.231106243,Pre-GFC,1
2006,Wholesale,0.066445958,0.085442431,0.153714653,0.121800912,0.014764338,0.098807496,0.040318001,0.058489495,0.21237933,Pre-GFC,1
2007,Manufacturing,0.068109786,0.102866689,0.14890907,0.135360573,0.008935611,0.05781866,0.028383706,0.055190539,0.150328515,Pre-GFC,1
2007,Retail,0.084819997,0.123068925,0.123636442,0.099614435,0.016763848,0.082725948,0.036443149,0.028061224,0.163994169,Pre-GFC,1
2007,IT,0.16402291,0.115921941,0.078139323,0.058675995,0.04137931,0.105172414,0.056896552,0.05862069,0.262068966,Pre-GFC,1
2007,Transport,0.082858455,0.144912991,0.121506456,0.085767261,0.017369727,0.064516129,0.037220844,0.054590571,0.17369727,Pre-GFC,1
2007,z. Others,0.046325096,0.081598706,0.161632734,0.079168138,0.011723838,0.083803734,0.040816327,0.051237516,0.187581416,Pre-GFC,1
2007,Automotive,0.070580755,0.095541481,0.136885021,0.104281475,0.021008403,0.075630252,0.048319328,0.046218487,0.191176471,Pre-GFC,1
2007,Recreation & culture,0.08040649,0.095893504,0.1061746,0.087216973,0.031578947,0.098947368,0.044210526,0.056842105,0.231578947,Pre-GFC,1
2007,Construction,0.109842802,0.109457914,0.154108503,0.068385359,0.034637588,0.160359205,0.071199487,0.04233483,0.30853111,Pre-GFC,1
2007,Other service,0.061471976,0.113396834,0.1373418,0.112713322,0.043715847,0.120218579,0.092896175,0.076502732,0.333333333,Pre-GFC,1
2007,Other business,0.139480426,0.171664953,0.088048498,0.066738467,0.055868545,0.118779343,0.083568075,0.051643192,0.309859155,Pre-GFC,1
2007,Hospitality,0.110186394,0.164288258,0.159996438,0.157342989,0.055782313,0.107482993,0.074829932,0.066666667,0.304761905,Pre-GFC,1
2007,Wholesale,0.070128762,0.095169967,0.139002535,0.10691666,0.021762786,0.083786725,0.048966268,0.044069641,0.198585419,Pre-GFC,1
2008,Recreation & culture,0.073912278,0.095296812,0.129082262,0.086677236,0.027777778,0.102564103,0.042735043,0.055555556,0.228632479,Pre-GFC,1
2008,Manufacturing,0.061142541,0.095996802,0.183765834,0.138131841,0.007038441,0.062263129,0.030048728,0.054953979,0.154304277,Pre-GFC,1
2008,Other service,0.037466428,0.116304834,0.189491943,0.114693375,0.021978022,0.192307692,0.087912088,0.06043956,0.362637363,Pre-GFC,1
2008,Wholesale,0.067084337,0.093272068,0.164145953,0.110100376,0.016738661,0.080993521,0.042116631,0.05075594,0.190604752,Pre-GFC,1
2008,Other business,0.090143539,0.174019257,0.119652199,0.074957336,0.036144578,0.145917001,0.09772423,0.061579652,0.341365462,Pre-GFC,1
2008,z. Others,0.043238546,0.066161204,0.132399305,0.094766467,0.009247028,0.08234258,0.050638485,0.048436812,0.190664905,Pre-GFC,1
2008,Automotive,0.065017444,0.089666984,0.161573105,0.106539803,0.014767932,0.066455696,0.04535865,0.041139241,0.167721519,Pre-GFC,1
2008,Hospitality,0.088246531,0.150057923,0.206354292,0.16822977,0.038309115,0.145310436,0.081902246,0.059445178,0.324966975,Pre-GFC,1
2008,Transport,0.06163588,0.128442429,0.155700851,0.101202743,0.013636364,0.088636364,0.047727273,0.040909091,0.190909091,Pre-GFC,1
2008,Construction,0.075587434,0.1156543,0.136360934,0.07322336,0.024004684,0.120023419,0.059133489,0.06088993,0.264051522,Pre-GFC,1
2008,Retail,0.079026852,0.114166305,0.151932379,0.105659989,0.013721553,0.076974565,0.048527443,0.034136546,0.173360107,Pre-GFC,1
2008,IT,0.098072075,0.135413783,0.106378328,0.062085598,0.025862069,0.112068966,0.060344828,0.055172414,0.253448276,Pre-GFC,1
2009,IT,0.089664337,0.134153079,0.091329212,0.058987338,0.021978022,0.130298273,0.058084772,0.059654631,0.270015699,Pre-GFC,1
2009,Hospitality,0.080860297,0.138470866,0.202699598,0.180202948,0.033591731,0.111111111,0.059431525,0.074935401,0.279069767,Pre-GFC,1
2009,Recreation & culture,0.0703732,0.097831325,0.112935645,0.092553629,0.033333333,0.130952381,0.042857143,0.088095238,0.295238095,Pre-GFC,1
2009,Automotive,0.063417857,0.089460847,0.133543371,0.111032065,0.013429752,0.045454545,0.037190083,0.103305785,0.199380165,Pre-GFC,1
2009,Manufacturing,0.05551844,0.107371608,0.146335035,0.143160101,0.006929638,0.056769723,0.031449893,0.101812367,0.19696162,Pre-GFC,1
2009,Other business,0.086057728,0.143646232,0.100158006,0.082690946,0.03334796,0.125054849,0.071083809,0.084247477,0.313734094,Pre-GFC,1
2009,Construction,0.060337284,0.124617828,0.105153607,0.079614245,0.021352313,0.097864769,0.065836299,0.086595492,0.271648873,Pre-GFC,1
2009,Retail,0.079514825,0.109364756,0.13788519,0.104588585,0.011612475,0.078633046,0.03384207,0.044127405,0.168214997,Pre-GFC,1
2009,Transport,0.057483858,0.131618079,0.121483076,0.108569752,0.011494253,0.103448276,0.04137931,0.050574713,0.206896552,Pre-GFC,1
2009,Other service,0.03200019,0.10337608,0.156444053,0.119970974,0.027472527,0.175824176,0.076923077,0.054945055,0.335164835,Pre-GFC,1
2009,z. Others,0.03840475,0.063806925,0.126852403,0.0930202,0.007779074,0.085958771,0.036172695,0.064566317,0.194476857,Pre-GFC,1
2009,Wholesale,0.068733108,0.100766629,0.138528617,0.116209692,0.016913319,0.080338266,0.042811839,0.084566596,0.224630021,Pre-GFC,1
2010,Transport,0.071006283,0.114718303,0.116180863,0.112493563,0.013921114,0.067285383,0.039443155,0.041763341,0.162412993,Post-GFC,2
2010,Hospitality,0.080107721,0.130119216,0.164695064,0.188111268,0.035479632,0.109067017,0.067017083,0.053876478,0.26544021,Post-GFC,2
2010,Wholesale,0.076070978,0.094870376,0.122611162,0.123545079,0.016604178,0.05516872,0.034815212,0.056239957,0.162828066,Post-GFC,2
2010,Construction,0.066792461,0.124911844,0.067242621,0.089049112,0.024157661,0.051493961,0.057215512,0.079465989,0.212333121,Post-GFC,2
2010,Other service,0.023942548,0.098343984,0.129091388,0.132832804,0.016949153,0.09039548,0.06779661,0.06779661,0.242937853,Post-GFC,2
2010,Manufacturing,0.058969299,0.101141321,0.129128266,0.147343412,0.006696429,0.046595982,0.027901786,0.060267857,0.141462054,Post-GFC,2
2010,Retail,0.087179913,0.103732069,0.130417352,0.110026681,0.012083605,0.045395167,0.019268452,0.041802743,0.118549967,Post-GFC,2
2010,z. Others,0.043654953,0.060689029,0.090744102,0.101015395,0.008461538,0.071538462,0.046538462,0.058076923,0.184615385,Post-GFC,2
2010,Recreation & culture,0.079716782,0.097200695,0.091705415,0.101157766,0.036144578,0.110843373,0.048192771,0.060240964,0.255421687,Post-GFC,2
2010,Automotive,0.067028706,0.085631387,0.127381503,0.106763211,0.015384615,0.057142857,0.035164835,0.045054945,0.152747253,Post-GFC,2
2010,Other business,0.090039175,0.125236853,0.090424728,0.08767936,0.030749789,0.098567818,0.063184499,0.067396799,0.259898905,Post-GFC,2
2010,IT,0.124735272,0.122885906,0.069962714,0.066726324,0.029508197,0.070491803,0.054098361,0.054098361,0.208196721,Post-GFC,2
2011,Automotive,0.070148714,0.076977693,0.196129815,0.106217081,0.015730337,0.069662921,0.033707865,0.041573034,0.160674157,Post-GFC,2
2011,z. Others,0.046559635,0.053496452,0.141778256,0.107935469,0.00968829,0.072030329,0.02021904,0.044229149,0.146166807,Post-GFC,2
2011,Hospitality,0.094006098,0.118618287,0.254390726,0.171849767,0.038821954,0.15394913,0.0562249,0.0562249,0.305220884,Post-GFC,2
2011,Other service,0.046668689,0.08730923,0.224650776,0.128978644,0.024539877,0.159509202,0.067484663,0.055214724,0.306748466,Post-GFC,2
2011,Other business,0.107275167,0.104900915,0.134005845,0.088701384,0.041041483,0.145631068,0.059576346,0.058693733,0.30494263,Post-GFC,2
2011,Retail,0.088683723,0.097001305,0.177260632,0.109586814,0.011893282,0.06043073,0.017036323,0.034394086,0.12375442,Post-GFC,2
2011,Recreation & culture,0.085539118,0.086769981,0.123625536,0.104435796,0.033632287,0.116591928,0.040358744,0.073991031,0.264573991,Post-GFC,2
2011,Manufacturing,0.0630692,0.084253203,0.190880892,0.13703133,0.007065057,0.058581101,0.021783927,0.042979099,0.130409185,Post-GFC,2
2011,Construction,0.073592649,0.101527802,0.126402643,0.102799008,0.027247956,0.085831063,0.04972752,0.066757493,0.229564033,Post-GFC,2
2011,IT,0.128220029,0.095045091,0.128896768,0.069726215,0.02970297,0.112211221,0.034653465,0.04620462,0.222772277,Post-GFC,2
2011,Transport,0.074930836,0.100425622,0.16343903,0.108959353,0.012077295,0.070048309,0.026570048,0.038647343,0.147342995,Post-GFC,2
2011,Wholesale,0.072313543,0.087769872,0.177327212,0.117674891,0.017006803,0.08446712,0.031746032,0.046485261,0.179705215,Post-GFC,2
2012,Manufacturing,0.070172826,0.092525561,0.180233499,0.137658402,0.007338414,0.067456957,0.022297488,0.046006209,0.143099069,Post-GFC,2
2012,z. Others,0.04916306,0.057501927,0.116854816,0.09529207,0.012356575,0.071050309,0.024271845,0.041924095,0.149602824,Post-GFC,2
2012,Recreation & culture,0.083235267,0.094426089,0.123902417,0.09997058,0.034653465,0.138613861,0.03960396,0.069306931,0.282178218,Post-GFC,2
2012,IT,0.120339576,0.108154071,0.097346893,0.075252522,0.029457364,0.102325581,0.040310078,0.037209302,0.209302326,Post-GFC,2
2012,Hospitality,0.094241534,0.143847674,0.238874395,0.179934652,0.039845758,0.122107969,0.060411311,0.051413882,0.27377892,Post-GFC,2
2012,Wholesale,0.076489351,0.093727124,0.169257852,0.123941158,0.016958425,0.085339168,0.042122538,0.046498906,0.190919037,Post-GFC,2
2012,Retail,0.088620443,0.110591213,0.160422574,0.121633493,0.011225444,0.060180854,0.022762707,0.030246336,0.124415341,Post-GFC,2
2012,Automotive,0.067418125,0.092469532,0.164765033,0.123012689,0.014069264,0.071428571,0.029220779,0.055194805,0.16991342,Post-GFC,2
2012,Other service,0.044374424,0.109647047,0.179091837,0.149251501,0.024242424,0.121212121,0.066666667,0.060606061,0.272727273,Post-GFC,2
2012,Construction,0.071657758,0.116034644,0.122643316,0.103502673,0.026822558,0.101788171,0.053645117,0.05914718,0.241403026,Post-GFC,2
2012,Other business,0.112382716,0.114740986,0.105036488,0.095412877,0.041544272,0.12715065,0.067142258,0.060847671,0.296684851,Post-GFC,2
2012,Transport,0.090398964,0.115722185,0.14692401,0.112556782,0.013544018,0.074492099,0.022573363,0.069977427,0.180586907,Post-GFC,2
2013,Construction,0.098935026,0.104972796,0.089954413,0.059396755,0.039610841,0.068102849,0.054204309,0.072272411,0.23419041,Post-GFC,2
